speech_id,previous_speech_id,subsequent_speech_id,hearing_id,conversation,text
2923960,2923959,2923961,19200,4,    Go ahead.
2923961,2923960,2923962,19200,4,"    And there have been things like the _x000D_
Polaris Project, which up until this past year had Colorado _x000D_
ranked very low in terms of its laws and protections it was _x000D_
providing to workers. But as a result of changes made by the _x000D_
State legislature, this past year rank it in the top tier, in _x000D_
fact, one of the States with the best laws to protect people._x000D_
    When we look around the globe, though, are we able to see _x000D_
those kinds of changes being made in the way that we--Colorado _x000D_
has a law basically on the books that stated laws against _x000D_
trafficking, trafficking in children statute. They had that on _x000D_
the books, but the courts interpreted it in such a way that the _x000D_
person had to literally own a child victim and transfer _x000D_
ownership in order for them to be convicted under the statute. _x000D_
Now, that statute has been changed. Do we see those same kinds _x000D_
of legal loopholes or problems around the globe that are _x000D_
allowing people to get off the hook?"
2923962,2923961,2923963,19200,4,    And are--I am sorry. Please.
2923963,2923962,2923964,19200,4,"    And how are we doing in terms of _x000D_
coordination with local law enforcement, State law enforcement, _x000D_
I mean, in terms of the laws international organizations, _x000D_
associations? How are we doing with that coordination to make _x000D_
sure that we have the communication available to prevent this?"
2923964,2923963,2923965,19200,4,    Thank you.
2923965,2923964,2923966,19200,4,"    Thank you. Thank you very much._x000D_
    Senator Rubio."
2923966,2923965,2923967,19200,4,"    Thank you, Mr. Chairman, for holding this _x000D_
hearing. At the outset, let me congratulate you for the title, _x000D_
``Ending Modern Slavery.'' That is exactly what it is. I have _x000D_
no problem with the term ``trafficking,'' except I think it _x000D_
sometimes sanitizes what we are talking about. ``Trafficking'' _x000D_
makes it sound like people are just being moved around from _x000D_
point A to point B. It is not the moving around as much as what _x000D_
happens once they get there. And I think ``modern slavery'' _x000D_
accurately assesses it._x000D_
    To that point, we have an ambassador at large for _x000D_
trafficking in persons--it should be an ambassador at large for _x000D_
ending human slavery or modern slavery--that has sat vacant for _x000D_
a number of--for quite a period of time. I hope that there will _x000D_
be a nomination and that we can get that confirmed because I _x000D_
think that is important in terms of the U.S.'s role around the _x000D_
world on this issue._x000D_
    I wanted to touch on two subjects. The first is, and we had _x000D_
not touched on this yet, but let me ask you this. There have _x000D_
also been reports of abuses in the diplomatic corps here in the _x000D_
United States. Do you have any unique insight into some of _x000D_
those abuses and how they have used their diplomatic status to _x000D_
bring--in some instances we have seen here in Washington, to _x000D_
see domestic workers that are actually being not compensated _x000D_
and held against their will?"
2923967,2923966,2923968,19200,4,"    I know that sex trafficking and sex slavery _x000D_
gets a lot of attention and rightfully so. I want to talk about _x000D_
that. My point is that it is the labor slavery that really is _x000D_
still the predominant number, and it can happen anywhere. I _x000D_
mean, people would be shocked at how prevalent it is here _x000D_
domestically._x000D_
    I wanted to ask you domestically for a moment in the United _x000D_
States about three topics. The first is on the sex slavery _x000D_
side. Do you have any sort of insight about how many, _x000D_
particularly women, but even children, obviously women. Let me _x000D_
focus on that first, the adult women, who are in the trade now _x000D_
could be considered people that are being trafficked and/or _x000D_
held against their will? It is my personal view that virtually _x000D_
all of them are one way or another because coercion is not _x000D_
necessarily someone holding a gun to your head or someone _x000D_
refusing to pay you. But things like drug addiction are used as _x000D_
a tool. Things like fear of escape, even psychologically. It _x000D_
has been my experience in the interaction I have had with law _x000D_
enforcement involved in this that you should consider virtually _x000D_
every woman in that industry as being a victim of slavery _x000D_
basically."
2923968,2923967,2923969,19200,4,"    The reason why I ask you this, and I wanted _x000D_
you to comment as well, Ms. Blau, there are publications in the _x000D_
United States that openly advertise on their pages for these _x000D_
services. And, in fact, the same publications, like ``Village _x000D_
Voice,'' that have gone on to write articles ridiculing this _x000D_
whole notion that there is human slavery in the United States--_x000D_
that there is slavery in the United States with regards to the _x000D_
sex trade. And there has been all sorts of actions taken here _x000D_
to condemn that._x000D_
    And the reason why I ask you that question is because _x000D_
oftentimes when law enforcement interacts, for example, with _x000D_
women that are being--that are in prostitution and have, in my _x000D_
opinion, been coerced into it either through drug addiction, _x000D_
abuse, or a combination thereof, there is a debate within the _x000D_
law enforcement community about whether they should be treated _x000D_
as perpetrators or as victims. And we have had this debate in _x000D_
Florida as well._x000D_
    When you interact with someone that you basically have _x000D_
found at a brothel or, in some instances, some of these massage _x000D_
parlors and so forth, the debate has been should we arrest _x000D_
them, and put them in jail, and treat them as a perpetrator, or _x000D_
should we pull them out of that environment, put them into a _x000D_
safe place where they can realize that there is an escape for _x000D_
them, and they can break that pattern. And we have gotten a lot _x000D_
of pushback from both law enforcement and prosecutorial _x000D_
agencies who believe that it is important to treat them as a _x000D_
perpetrator first, that that is the only way you are going to _x000D_
get them see differently._x000D_
    Do you have an opinion on the right way to address that, _x000D_
because it has been--it is an issue of controversy in the law _x000D_
enforcement community?"
2923969,2923968,2923970,19200,4,"    I know I am out of time. In your experience, _x000D_
the majority of people from abroad that are here in the _x000D_
commercial sex industry, did they know they were coming to that _x000D_
industry when they were brought?"
2923970,2923969,2923971,19200,4,    Okay.
2923971,2923970,2923972,19200,4,"    False pretense. They thought they were _x000D_
coming here to make a commercial product, and they ended up _x000D_
trapped in this industry."
2923972,2923971,2923973,19200,4,    Thank you.
2923973,2923972,2923974,19200,4,"    Thank you. You all have been outstanding _x000D_
witnesses. In my opening comments I mentioned the role Congress _x000D_
has played. But, I think because of your efforts and so many _x000D_
advocates from around our country, the administration, too, I _x000D_
think is very focused on this. I know Secretary Kerry recently _x000D_
referred to a much more robust effort. So I think this is _x000D_
something that we can all work on together in a very positive _x000D_
way, and I want to thank you both for a lifetime of effort in _x000D_
this regard, for being here today, for sharing your _x000D_
experiences, and for working with us in the future. Thank you _x000D_
very much._x000D_
    And now we will have the second panel. Do we have our _x000D_
second panel?"
2923974,2923973,2923975,19200,4,"    They get mentioned enough, thank you."
2923975,2923974,2923976,19200,4,    That is a former congressional staffer.
2923976,2923975,2923977,19200,5,"    We will now turn to our witnesses for the _x000D_
second panel. Thank you for being here. Our first witness is _x000D_
Mr. James Kofi Annan. In 2013, he was awarded the World's _x000D_
Children Prize for his work to stop child slavery. He himself _x000D_
was a fishing slave as a child for 7 years. He managed to _x000D_
escape, get an education, and become a bank manager. In 2007 he _x000D_
left the bank to work solely to stop child slavery. By that _x000D_
time, he had already started an organization called Challenging _x000D_
Heights in 2003, which has liberated over 500 children from _x000D_
slavery._x000D_
    Liberated slave children come first through Challenging _x000D_
Heights' safe home for 65 children. Challenging Heights also _x000D_
runs a school for 700 pupils of different ages. They offer _x000D_
training to poor mothers so that they can support their _x000D_
families and do not just sell their children into slavery. He _x000D_
has supported over 10,000 children who have been slaves or at _x000D_
risk for slavery. Thank you for being here._x000D_
    Our second witness is Shandra Woworuntu, the founder of a _x000D_
nonprofit organization dedicated to empowering human _x000D_
trafficking survivors through mentorship and job training. She _x000D_
graduated from college with a major in finance and bank _x000D_
management in her native Indonesia. After graduation, she _x000D_
became the manager of the Treasury Department of the Korea _x000D_
Exchange Bank in Indonesia, specializing in money market _x000D_
trading._x000D_
    When political turbulence erupted, she lost her job because _x000D_
of economic, religious, and racial persecution. She applied for _x000D_
a job that promised a 6-month position in the hotel industry in _x000D_
Chicago, which led her to become--and to survive being--a _x000D_
victim of a criminal human trafficking organization. Thank you _x000D_
again for being here today._x000D_
    Our next witness is David Abramowitz. He is vice president _x000D_
of policy in government relations at Humanity United, a _x000D_
foundation that focuses on advancing human freedom by combating _x000D_
human trafficking and modern slavery, among other human rights _x000D_
issues. Previously he served as Department of State's Office of _x000D_
Legal Advisor._x000D_
    In 1999, he joined the staff of the Committee on Foreign _x000D_
Affairs for the House of Representatives, and served as chief _x000D_
counsel. Over the next year 10 years, he worked on such _x000D_
legislation as the Victims of Trafficking and Violence Act of _x000D_
2000 and the William Wilberforce Trafficking Victims Protection _x000D_
Reauthorization Act of 2008._x000D_
    And with that, we will recognize James Kofi Annan. If you _x000D_
would begin and just go in order. Thank you all for being here."
2923977,2923976,2923978,19200,6,"    Thank you very much._x000D_
    Ms. Woworuntu."
2923978,2923977,2923979,19200,7,"    Thank you very much._x000D_
    Mr. Abramowitz."
2923979,2923978,2923980,19200,8,"    Well, thank you for your testimony, and your _x000D_
entire statement will be made a part of the record. And thank _x000D_
you each for what you have said today and for sharing your _x000D_
experiences._x000D_
    Mr. Kofi Annan, how aware are the people of Ghana that this _x000D_
slavery issue exists, and what is it that would motivate _x000D_
parents to allow their children to become a part of this?"
2923980,2923979,2923981,19200,8,"    And the parents, though they are obviously _x000D_
aware in many of the cases that their children are being _x000D_
victims of slavery, are they not?"
2923981,2923980,2923982,19200,8,"    Thank you very much. Ms. Woworuntu, you are _x000D_
obviously incredibly well educated, had a great job in _x000D_
Indonesia, and yet ended up in a situation here in the United _x000D_
States through a recruiter where you were in obviously a very _x000D_
terrible situation, fortunately escaped, and are helping _x000D_
others. Could you tell me a little bit about how that occurred, _x000D_
what the experience was with the recruiter? And then post that, _x000D_
how the prosecution worked with you here in the United States?"
2923982,2923981,2923983,19200,8,"    Very impactful. Thank you both. And in order _x000D_
to be courteous to my colleagues, I will press on. I may want _x000D_
to come back, if it all right, and ask you a question._x000D_
    Senator Menendez."
2923983,2923982,2923984,19200,8,"    Thank you, Mr. Chairman, and thank both _x000D_
of you for being willing to come forth and talk about your _x000D_
incredibly compelling experiences and the strength of human _x000D_
dignity to overcome. And it is really, I think, two very _x000D_
compelling stories among many I am sure that exists. I _x000D_
appreciate that, and I want to ask you questions in a minute._x000D_
    Before I get to you, I want to ask Mr. Abramowitz, since _x000D_
the Trafficking Victims Protection Act was enacted in 2000, _x000D_
what has been the U.S. Government's top achievements for _x000D_
combating human trafficking, and what has been its key _x000D_
failures?"
2923984,2923983,2923985,19200,8,"    One other question. We heard a lot of the _x000D_
testimony so far about these recruiters, and they seem to be a _x000D_
significant part of the process in which people ultimately get _x000D_
led to trafficking because they create the nexus between the _x000D_
workforce and then the exploitation._x000D_
    I get a sense that we do not really do very much about _x000D_
pursuing recruiters. Is there not a better way to go after _x000D_
these recruiters, to think about whether or not they should, as _x000D_
we find recruiters that are actually in the midst of the _x000D_
exploitation, deny them visas to the United States, take other _x000D_
actions, look at that as a criminal enterprise? Give me some _x000D_
sense about that."
2923985,2923984,2923986,19200,8,"    Okay. You mentioned Nepal. The Guardian _x000D_
reported that in 2014, Nepal citizens working in Qatar, that _x000D_
one died every 2 days because of extreme heat and conditions _x000D_
that should not be accepted. So I think we have the Qatari _x000D_
Foreign Minister here. It might be a good opportunity to raise _x000D_
some of these issues with him."
2923986,2923985,2923987,19200,8,"    Ms. Woworuntu, first of all, thank you _x000D_
for your work that you are doing in the State of New Jersey on _x000D_
the Human Trafficking Commission. We appreciate your service. _x000D_
And in that regard, you know, when you talked about your _x000D_
experience, how is we--that you think from your experience, _x000D_
that we get law enforcement and the judicial system to work _x000D_
better with trafficking victims to investigate and successfully _x000D_
prosecute those who put you into slavery?_x000D_
    You described a set of circumstances in which you were not _x000D_
believed. You were thought to be a voluntary sex worker. A _x000D_
whole different set of circumstances, and you almost had to _x000D_
fight for credibility. It almost seems to me that there should _x000D_
be some type of basis under which you are believed until proven _x000D_
that that is not true. I mean, give me a sense of how you think _x000D_
we might be able to do better."
2923987,2923986,2923988,19200,8,"    Thank you. Thank you both for your _x000D_
insights, and I just want to know, Ms. Woworuntu, that by New _x000D_
Jersey standards, ``busted'' is a mild world. [Laughter.]_x000D_
    So, thank you."
2923988,2923987,2923989,19200,8,"    There is more I could say, but I will not."
2923989,2923988,2923990,19200,9,    Senator Kaine.
2923990,2923989,2923991,19200,9,"    Thank you, Mr. Chairman, and thank you to _x000D_
you all for your very illuminating testimony, and to the chair _x000D_
and ranking member for calling this hearing. The timing is _x000D_
exquisite. Yesterday the Vatican announced that this Sunday _x000D_
would be an international day of prayer against human _x000D_
trafficking, and the date of February 8 was chosen because it _x000D_
is the feast day for St. Josephine Bakhita, who was born in _x000D_
1868 in Darfur, kidnapped at age 9, and then sold into slavery _x000D_
twice in her life, once in Sudan and once in Italy, before she _x000D_
passed away in 1947. And so, that is a good thing. I think the _x000D_
church communities around the world, and this is an ecumenical _x000D_
effort, educating us all about signs and what we can do to help _x000D_
is very important._x000D_
    I just have sort of one question, and I am not exactly _x000D_
sure--in some ways I had a State Department person here, but _x000D_
let me just throw the question out. And, Ms. Woworuntu, it is _x000D_
kind of about your experience. Trafficking in slavery, _x000D_
different kinds. There is between nations other than the United _x000D_
States. There is slavery and trafficking within the United _x000D_
States. Your story is one from another nation into the United _x000D_
States, and I want to ask about that._x000D_
    It would seem that we should be able to develop training _x000D_
for consular officials who are interviewing applicants for _x000D_
visas. We should be able to develop training for our Customs _x000D_
and Border Patrol folks that are interviewing visitors as they _x000D_
come into the United States, that would not always discover _x000D_
whether somebody was a victim of trafficking, but would, you _x000D_
know--there has got to be some warning signs that we should be _x000D_
training our people about._x000D_
    Is that something that we do well already, or is there more _x000D_
we can do with our consular officials and our Border Patrol _x000D_
folks to make sure that we can stop trafficking as it is _x000D_
occurring? And I would love to hear from any of you on that."
2923991,2923990,2923992,19200,9,    Excellent. Mr. Abramowitz.
2923992,2923991,2923993,19200,9,"    Like the other members of the committee, I _x000D_
do a good bit of traveling. And any time I travel, I try to sit _x000D_
down with our troops who are in the places I am, but I also try _x000D_
to sit down with Foreign Service officers on their first or _x000D_
second tours just to hear about the challenges. And almost all _x000D_
in early tours are working in consular capacities, and, you _x000D_
know, I am struck by how hard their job is. The volume of _x000D_
applications is huge, and it is very difficult._x000D_
    But it would seem like, you know, we ought to be able to _x000D_
give kind of almost profile information. You know, here is the _x000D_
kind of thing to watch out for that might suggest that there is _x000D_
trafficking going on. And we ought to have enough institutional _x000D_
expertise within State, and DHS, and everybody that is--DOL and _x000D_
DOJ that is working on this, to give that kind of information, _x000D_
both in the consular officers and at the Border Patrol sites. _x000D_
So that is a question that I will follow up with maybe for the _x000D_
record or follow up directly with the agencies about."
2923993,2923992,2923994,19200,9,    Yes.
2923994,2923993,2923995,19200,9,"    All right. Thank you very much for your _x000D_
testimony today. Thank you, Mr. Chairman."
2923995,2923994,2923996,19200,9,"    Thank you, Senator Kaine. I want to thank you _x000D_
for being here. I think this has been most impactful. I want to _x000D_
thank our ranking member for his shared interest in this topic _x000D_
and for allowing this hearing to go forward today as it has, _x000D_
and hopefully it will produce results here._x000D_
    To the two witnesses who have been victims, I want to thank _x000D_
you for the courage to be here, but also taking your _x000D_
experiences and using it to help other people, and to help us _x000D_
today, first, to understand some of the cultural issues and the _x000D_
lack of awareness. I mean, it seems to me that one of the easy _x000D_
to produce outcomes is to make sure people are more fully _x000D_
aware, and that parents understand what is happening in various _x000D_
countries with their young ones._x000D_
    And to understand the tremendous plight of victims, who, in _x000D_
many cases, are not dealt with as victims. That is an _x000D_
experience that we heard from others. And, again, just creating _x000D_
more awareness with the law enforcement agencies, but also _x000D_
making sure that we use best practices, and your efforts to _x000D_
work through public policy to deal with this effectively. All _x000D_
three of you have been outstanding witnesses. Our first panel _x000D_
certainly was a very good panel. And as Senator Kaine _x000D_
mentioned, I cannot imagine a better time for us to be focused _x000D_
on this._x000D_
    The issue regarding foreign officials, we do have a meeting _x000D_
today with a Foreign Minister, and, candidly, the topic is _x000D_
ISIS. And a lot of times we do get caught up, as we should, in _x000D_
important issues of national security. But to be aware of this _x000D_
issue also, and to be able to push this as we meet with other _x000D_
officials, but also to produce some public policy hopefully _x000D_
that will deal with this on a far grander scale with a much _x000D_
bigger vision._x000D_
    So thank you all for being here. Your testimony was _x000D_
outstanding._x000D_
    And for the information of the members, the record will _x000D_
remain open until the close of business on Friday, February the _x000D_
6th, including for members to submit questions for the record. _x000D_
We ask, if you will, to respond as promptly as you can to _x000D_
those. Your responses will also be made a part of the record._x000D_
    And with the thanks of the committee, this hearing is now _x000D_
adjourned. Thank you."
2923996,2923995,2923997,19200,9,    Thank you.
2923997,2923996,2923998,19200,11,"    This hearing of the Senate Foreign Relations _x000D_
Committee will come to order._x000D_
    And thank you so much for being here. I will introduce you _x000D_
in one moment._x000D_
    I want to thank the other committee members for their _x000D_
interest._x000D_
    We have convened this hearing to understand how U.S. _x000D_
leadership can best be deployed to deal a mortal wound to _x000D_
modern slavery. Last week, the committee heard from two panels _x000D_
of private witnesses. We received testimony from leaders in the _x000D_
effort to combat modern slavery. We also heard from brave _x000D_
individuals who escaped from modern slavery and went on to help _x000D_
others._x000D_
    Today we welcome Dr. Sarah Sewall. I have heard many good _x000D_
things about the Under Secretary of State for Civilian _x000D_
Security, Democracy, and Human Rights at the U.S. Department of _x000D_
State. The State Department's office to monitor and combat _x000D_
trafficking in persons falls under your purview, and we _x000D_
appreciate your efforts._x000D_
    Conflict exposes vulnerable people, especially women and _x000D_
children, to being enslaved and exploited. The horrifying _x000D_
examples set by ISIL and Boko Haram could not be starker._x000D_
    But even in countries with laws and institutions, insidious _x000D_
forms of modern slavery exists. Perversely labor recruiters _x000D_
extract money from impoverished people with empty promises and _x000D_
deliver them into bondage and sexual exploitation._x000D_
    For 14 years, as defined and authorized by Congress, the _x000D_
State Department has issued an annual report on trafficking in _x000D_
persons. This report, as Secretary Kerry has said, sets the _x000D_
gold standard. The report reviews the efforts of countries to _x000D_
address trafficking in persons especially in the most severe _x000D_
forms. Its findings are not always welcome, but we know they _x000D_
have made a difference._x000D_
    Under Secretary Sewall has said that almost every issue she _x000D_
touches has implications for human trafficking. Whether working _x000D_
with the Bureau of Counterterrorism, Democracy, Human Rights, _x000D_
and Labor, Population Migration and Refugees, International _x000D_
Narcotics and Law Enforcement Affairs, Conflict and _x000D_
Stabilization Operations, often there is a trafficking angle._x000D_
    Today we hope to learn how U.S. leadership is already _x000D_
making a difference and how, working in partnership with the _x000D_
State Department and reaching out to like-minded governments, _x000D_
we can take our efforts to the next level to find the best way _x000D_
forward to begin the process in earnest of putting an end to _x000D_
modern slavery._x000D_
    Thank you._x000D_
    And with that, I will turn to our distinguished ranking _x000D_
member, Bob Menendez."
2923998,2923997,2923999,19200,11,"    Thank you, Mr. Chairman, and thank you _x000D_
for your focus on addressing the issue of trafficking in all of _x000D_
its forms. Sexual exploitation, forced labor, forced marriage, _x000D_
debt bondage, and the sale and exploitation of children around _x000D_
the world should be a global cry for justice. But as Benjamin _x000D_
Franklin said, justice will not be served until those of us who _x000D_
are unaffected are as outraged as those who are._x000D_
    Today we are all outraged at the violence, psychological _x000D_
terror, the greed that drives human trafficking. We are _x000D_
outraged that there are 50 million refugees and displaced _x000D_
people around the world, the largest number since World War II, _x000D_
many of whom are targets of traffickers. We are outraged that _x000D_
there are 21 million victims of human trafficking, over 5 _x000D_
million of whom are children, and that forced labor generates _x000D_
about $150-plus billion in profits annually, the second-largest _x000D_
income source for international criminals next to the drug _x000D_
trade._x000D_
    We know that NGOs and civil society have been doing what _x000D_
they can to combat this scourge, but we can all do more. The _x000D_
State Department's Office of Trafficking in Persons has been _x000D_
nothing less than extraordinary, but it remains understaffed, _x000D_
underresourced and without leadership, leaving Under Secretary _x000D_
Sewall's efforts all the more important. Certainly Government _x000D_
can do better. Companies can do more. They can clean up the _x000D_
supply chains and make that information public. The public can _x000D_
be more aware of who picks the fruit on their breakfast cereal _x000D_
in the morning, how many women and children it took trapped in _x000D_
a sweat shop to sew the dresses and shirts they are wearing._x000D_
    In my view, reform of the labor recruitment process and the _x000D_
regulation of labor recruiters is crucial to helping enslaved _x000D_
Bangladeshi women serving as domestic servants in the Middle _x000D_
East, construction workers from Nepal building World Cup Soccer _x000D_
stadiums in Qatar, or Rohingya men trapped on Thai shrimp boats _x000D_
supplying American fish markets. Those are just some of those _x000D_
elements._x000D_
    And finally, Mr. Chairman, let me just say I am also _x000D_
outraged at the scourge of diplomats who themselves are _x000D_
trafficking domestic workers, bringing them to the United _x000D_
States to work in embassies and missions here in Washington and _x000D_
around the world. We had a case like this in my home State of _x000D_
New Jersey. I know Secretary Kerry has committed to preventing _x000D_
such abuse, and I look forward to hearing what is actually _x000D_
being done. And I am anxious to hear what is being done to _x000D_
mitigate the diplomatic situation that arose in the high-_x000D_
profile case of an Indian Deputy Counsel General in New York _x000D_
who was charged with visa fraud in a trafficking-like _x000D_
situation. But I look forward to seeing what we are doing in _x000D_
that regard as well, and I look forward to hearing our witness."
2923999,2923998,2924000,19200,11,"    Thank you, Senator Menendez, and thank you _x000D_
for your shared interest in this issue and your comments._x000D_
    And now we will turn to our witness. Our witness today is _x000D_
Dr. Sarah Sewall, the Under Secretary of State for Civilian _x000D_
Security, Democracy, and Human Rights. She was sworn in as _x000D_
Under Secretary on February 20, 2014, and serves concurrently _x000D_
as the Special Coordinator for Tibetan Issues._x000D_
    Over the previous decade, Dr. Sewall taught at Harvard _x000D_
Kennedy School of Government, where she also served as director _x000D_
of the Carr Center for Human Rights Policy, launched the MARO _x000D_
Project, Mass Atrocities Response Operations. In 2012, she was _x000D_
Minerva Chair at the Naval War College. During the Clinton _x000D_
administration, Dr. Sewall served as the inaugural Deputy _x000D_
Assistant Secretary of Defense for Peacekeeping and _x000D_
Humanitarian Assistance. Prior to joining the executive branch, _x000D_
she served 6 years as the senior foreign policy advisor to U.S. _x000D_
Senate Majority Leader George Mitchell._x000D_
    I want to thank you for being here. You have had a very _x000D_
distinguished career. You are either really, really qualified _x000D_
or cannot keep a job. [Laughter.]_x000D_
    But you have done a lot of different things. But I think it _x000D_
is the first._x000D_
    Thank you for being here and sharing your testimony. And we _x000D_
will remind you that your full statement will be entered into _x000D_
the record. Thank you."
2924000,2923999,2924001,19200,12,"    Thank you for that great testimony._x000D_
    And the bulk of the State Department's activities, _x000D_
programmatic and funding, actually falls under your purview, _x000D_
and I know there are a number of different entities that are _x000D_
dealing with this. Could you share with us how they are working _x000D_
with each other, and is there anything that might be done to _x000D_
enhance their ability to do so?"
2924001,2924000,2924002,19200,12,"    I know that entities like Daesh, or ISIL, _x000D_
enslave people, and I realize this is a minor part of the 27 _x000D_
million we know are affected by this. But could you tell us: do _x000D_
these types of entities help further their efforts through _x000D_
human trafficking? Are they taking advantage of this same kind _x000D_
of thing? I do not want to spend a lot of time on it. Because _x000D_
of its currency though, I thought I would just ask."
2924002,2924001,2924003,19200,12,"    Now, are they doing that to fund their _x000D_
activities?"
2924003,2924002,2924004,19200,12,"    One of the things we have seen in the field _x000D_
is that rule of law is one of the best ways, if not the best _x000D_
way, to combat this where you hold perpetrators accountable. Do _x000D_
you agree that that is one of the best ways to deal with this _x000D_
issue and to curtail the activity?"
2924004,2924003,2924005,19200,12,"    Last week, when we had a hearing, Senator _x000D_
Menendez and I happened to be meeting with a public official _x000D_
from a country where we knew this was an issue. And so Senator _x000D_
Menendez actually brought it up in that meeting. I guess one of _x000D_
my questions is--obviously there are ways of leveraging this. I _x000D_
mean, just awareness. I know as we meet with people where we _x000D_
know in their own countries this is happening a great deal, it _x000D_
makes a difference._x000D_
    How are we leveraging through our diplomatic efforts around _x000D_
the world awareness and actually implementation of policies to _x000D_
really cause this to be lessened?"
2924005,2924004,2924006,19200,12,"    And I know right now--this is my last point I _x000D_
guess--this Trafficking in Persons Office really does not have _x000D_
anybody who is the Ambassador at Large, if you will. I assume _x000D_
that you have taken on those responsibilities and we can count _x000D_
on you, in spite of not having someone there, to continue _x000D_
pursuing it heavily."
2924006,2924005,2924007,19200,12,"    Thank you. Thanks for your commitment and _x000D_
testimony today._x000D_
    Senator Menendez."
2924007,2924006,2924008,19200,12,"    Thank you, Mr. Chairman._x000D_
    In November 2014, the Government Accountability Office _x000D_
published a report on efforts to combat trafficking on U.S. _x000D_
Government contracts overseas entitled ``Human Trafficking: _x000D_
Oversight of Contractors' Use of Foreign Workers in High-Risk _x000D_
Environments Needs to be Strengthened.''_x000D_
    The GAO investigators spoke to migrant workers on U.S. _x000D_
contracts overseas who had paid an equivalent of up to 1 year's _x000D_
wages to unsavory recruiters in order to secure their jobs._x000D_
    So as we are talking about trafficking and modern day human _x000D_
slavery, it is pretty mind-boggling that on U.S. Government _x000D_
contracts we might have an iteration of that._x000D_
    So how does State ensure that U.S. Government contracts _x000D_
overseas are not used as a vehicle for trafficking workers?"
2924008,2924007,2924009,19200,12,    What is the date of that Executive order?
2924009,2924008,2924010,19200,12,    What was----
2924010,2924009,2924011,19200,12,"    All right. Well, I am informed that the _x000D_
Executive order was issued before the GAO's report._x000D_
    But as in anything, we can have all the laws in the world _x000D_
and all the Executive orders in the world. It is enforcement _x000D_
that matters in order to send a very clear message that we _x000D_
would, as a government, not tolerate in our own supply chain _x000D_
having that. So I hope we are going to pay particular attention _x000D_
to that._x000D_
    How does the Department of State work with its partners to _x000D_
strengthen source country policies, for example, places like _x000D_
Bangladesh and Nepal, to prevent fraudulent recruitment _x000D_
practices? Because in the previous hearing that we had, it was _x000D_
a big element of these recruiters or a big part of the _x000D_
challenge we have here. So do we have any specific focus on _x000D_
that?"
2924011,2924010,2924012,19200,12,"    Okay._x000D_
    Now, the Trafficking in Persons Report, we have all _x000D_
recognized, is a significant tool in our efforts here. And the _x000D_
chairman referred to the fact that we have no Ambassador at _x000D_
Large in that role. So I assume that your answer to him is that _x000D_
you are personally going to protect the integrity of the TIP _x000D_
Report overall and especially with regard to particular _x000D_
countries that may be subject to intense political pressure _x000D_
within the building?"
2924012,2924011,2924013,19200,12,"    Are there particular countries whose _x000D_
trends you find concerning?"
2924013,2924012,2924014,19200,12,"    I hope when you do the report that you _x000D_
would share with the committee insights as to trends that you _x000D_
see developing, whatever those trends may be. It would be very _x000D_
helpful."
2924014,2924013,2924015,19200,12,"    Finally, according to the State _x000D_
Department's own Trafficking in Persons Report, the Government _x000D_
of Cuba does not fully comply with the minimum standards for _x000D_
the elimination of trafficking and is not making significant _x000D_
efforts to do so. It continues to be a source country for _x000D_
adults and children subjected to sex trafficking and conscripts _x000D_
doctors and medical personnel to work overseas under conditions _x000D_
that resemble forced labor. As a matter of fact, that happens _x000D_
to be the number one source of income to the Castro regime is _x000D_
forcing doctors to go abroad and work and then having the _x000D_
payment for those doctors sent back to Cuba._x000D_
    So between that--and Voyeur magazine had an article, Sex _x000D_
Trafficking Capital of the World,'' several years back about _x000D_
Cuba. Can you tell me whether or not trafficking has been _x000D_
raised and prioritized throughout the administration's new _x000D_
engagement with Havana?"
2924015,2924014,2924016,19200,12,    And how so?
2924016,2924015,2924017,19200,12,"    I would note, Mr. Chairman, that the _x000D_
Secretary's response suggests that the government is complicit _x000D_
in trafficking, and that makes it all the more--in my mind, one _x000D_
thing is to have a blind eye to what is happening in your _x000D_
country. The other thing is to be complicit in the trafficking. _x000D_
And that is the reality of Cuba._x000D_
    Thank you for your answer."
2924017,2924016,2924018,19200,12,"    Thank you, sir._x000D_
    Senator Gardner."
