ID,Topic
1019,VICE News
1020,Message
1021,Japanese American Veterans Association
1022,"Sexual Assault, White House Task Force To Protect Students From"
1023,Saint Kitts and Nevis
1024,"Calderon Hinojosa, Felipe de Jesus"
1025,"Ng, Konrad"
1026,"Charter Communications, Inc"
1027,President's visit
1028,Minority Enterprise Development Week
1029,"Jewish leaders, teleconference with President"
1030,"Olympic Committee, International"
1031,Pathways in Technology Early College High School in New York City
1032,"Asian Americans and Pacific Islanders, President’s Advisory Commission on"
1033,"Sustainable Communities, Partnership for"
1034,United Farm Workers
1035,Saint Patrick's Day
1036,Financial Stability Oversight Council
1037,"Mine Safety and Health Review Commission, Federal"
1038,"Executive Order 13597, amendment"
1039,Cambodia
1040,"African Growth and Opportunity Act, reauthorization"
1041,"Djibouti, U.S. Ambassador"
1042,Countries
1043,Court Services and Offender Supervision Agency for the District of Columbia
1044,Organization of the Islamic Conference
1045,"Constitution Day and Citizenship Day, Constitution Week"
1046,Edward M. Kennedy Institute for the United States Senate
1047,Adoption
1048,Asian-Pacific Economic Cooperation (APEC)
1049,"Nepal, trade with U.S"
1050,Conservative Political Action Conference
1051,"LaHood, Ray"
1052,Holiday's and special observances
1053,Saint Patrick’s Day
1054,"Macedonia, political unrest and violence"
1055,"Security Council, National"
1056,"Science and Technology, President's Council of Advisers on"
1057,"Cabañas, José Ramón"
1058,"Mediation and Conciliation Service, Federal"
1059,"ATT&amp;T, proposed merger with Time Warner, Inc"
1060,German
1061,Hmong New Year
1062,"Colorado, Governor"
1063,"Connecticut, Governor"
1064,"Minnesota, Governor"
1065,"Oregon, Governor"
1066,White House Student Film Festival
1067,Civil Rights
1068,"Trade Commission, U.S. International"
1069,Russia Day
1070,White Cane Safety Day
1071,International Labour Organization (ILO)
1072,Wall Street Journal CEO Council
1073,Tanzania and Zanzibar
1074,Communications to Federal AgenciesContiuned
1075,"Child Labor, World Day Against"
1076,United Farm Workers of America
1077,Kids' state dinner
1078,Employments and unemployment
1079,Côte d'Ivoire
1080,Women's Leadership Forum
1081,"POW/MIA Recognition Day, National"
1082,European  Union
1083,Community Solutions Council
1084,Citations
1085,"Hispanic Americans, White House Initiative on Educational Excellence for"
1086,"Arkansas, Governor"
1087,"Delaware, Governor"
1088,"New Mexico, Governor"
1089,Demark
1090,International Security Assistance Force
1091,"Red Cross, International Committee of the"
1092,White House Maker Faire
1093,Congressional Black Caucus Foundation
1094,"Constitution Day and Citizenship Day, Constitution Week.\"
1095,"Welfare system, reform efforts"
1096,Alfred E. Smith Memorial Foundation
1097,White House  Office
1098,ESPN
1099,"Alaska, Governor"
1100,"Kentucky, Governor"
1101,"Massachusetts, Governor"
1102,"Trans-Pacific Partnership (TPP)"""
1103,"Utah, Governor"
1104,"Wyoming, Governor"
1105,"PBS, ""The Motown Sound"
1106,"Science and Technology Foundation, National Medals of"
1107,health and medical care
1108,World Day Against Child Labor
1109,"Conservation of Nature, International Union for the, World Conservation Congress"
1110,Northeast Canyons and Seamounts Marine National Monument
1111,Papahnaumokukea Marine National Monument
1112,Labor Issues
1113,White House Forum on American Latino Heritage
1114,Family Smoking Prevention and Tobacco Control Act
1115,"U.S. flag, full-staff return"
1116,"Intelligence Reform and Terrorism Prevention Act of 2004, National"
1117,Nuclear weapons development
1118,National Security Council
1119,Marshall Islands
1120,Tonga
1121,President's visits
1122,Yom Kippur
1123,Federal Mediation and Conciliation Service
1124,Points of Light Institute
1125,Senior Corps
1126,Retirement
1127,"University of Queensland in Brisbane, Australia"
1128,Department of Defense
1129,Standards and school accountability
1130,"Long Island Rail Road Company, emergency board to investigate labor disputes"
1131,"Financial regulations, modernization efforts"
1132,Omnibus Public Land Management Act of 2009
1133,Gulf Cooperation Council
1134,Armed Forces Day
1135,"Retired Persons, American Association of (AARP)"
1136,Foxconn Technology Group
1137,Fraud Enforcement and Recovery Act of 2009
1138,Vox
1139,"ESPN, ""SportsCenter"" program"
1140,Elections 2016 Presidential and congressional elections
1141,"Harley-Davidson, Inc"
1142,"Deaths, Kaczynska, Maria, First Lady of Poland"
1143,Polish Constitution Day
1144,"Child Soldiers Prevention Act of 2008, delegation of authority"
1145,"Care, Commission on"
1146,"Iceland, trade with U.S"
1147,"Nordic Security Dialogue, U.S.-"
1148,"Norway, trade with U.S"
1149,Natural Disasters
1150,"Samoa, American"
1151,"Mayors, working session at White House"
1152,Switzerland
1153,"Entrepreneurship Week, National"
1154,"Joint Commission on Commerce and Trade, U.S.-China"
1155,Law
1156,Wyoming
1157,"Mitchell, George J"
1158,Health and medical are
1159,Emergency Medical Services Week
1160,Congressional Picnic
1161,"Marriage Act, Defense of"
1162,"Burundi, political unrest and violence"
1163,Women's Equality Day
1164,Salem Radio Network
1165,"North Africa, democracy efforts"
1166,"U.S. Outer Continental Shelf, Arctic and Atlantic Oceans, withdrawal from mineral leasing"
1167,"Sports, Fitness, and Nutrition, President's Council on"
1168,"Agriculture and Rural Prosperity, Interagency Task Force on"
1169,Health and Human Services
1170,"Marriage, Defense of Marriage Act"
1171,World Humanitarian Day
1172,"Berra, Lawrence P. ""Yogi"""
1173,"Farm Safety and Health Week, National"
1174,Fox News Radio
1175,"Serbia, extradition treaty with U.S"
1176,Energy efficiency and weatherization
1177,Nuclear Regulatory Commission
1178,Nowruz
1179,Western Balkans
1180,Benin
1181,America's Promise Alliance
1182,Univision
1183,Sirius XM Patriot Radio
1184,Syrian
1185,Business Roundtable
1186,World Economic Forum
1187,"Kosovo, extradition treaty with U.S"
1188,International Monetary Fund (IMF)
1189,Luxembourg
1190,MSNBC
1191,Telemundo
1192,Californa
1193,"Guam, Governor"
1194,"Northern Mariana Islands, Governor"
1195,"Park Week, National"
1196,"Hispanic-Serving Institutions Week, National"
1197,Senate
1198,Armed Forces
1199,Families USA
1200,Transatlantic Trade and Investment Partnership
1201,Morocco
1202,Navy. Department of the
1203,"Governors’ Association, National"
1204,"China "" South China Sea, maritime disputes"
1205,"Interior, Department of the Antiquities Act designations, review"
1206,Holidays and
1207,SheKnows Media/BlogHer
1208,"Wounded Warrior Project Soldier Ride, opening ceremony"
1209,"Crime Victims' Rights Week, National"
1210,"Trade Representative, Office of the"
1211,Italian American Heritage and Culture Month
1212,"Disaster Relief Appropriations Act, 2013"
1213,Arab League
1214,"Libya,"
1215,Middle east
1216,"Science and Technology Policy, Office of"
1217,"Volunteer Week, National"
1218,Cable News Network (CNN) En Espanol
1219,Cooperation Council
1220,"Safe Boating Week, National"
1221,"Defense Authorization Act for Fiscal Year 2008, National, delegation of certain functions"
1222,White House Legal Aid Interagency Roundtable
1223,"Mongolia, President"
1224,"Congressional Black Caucus Foundation, Inc"
1225,Washington Post
1226,American Education Week
1227,Broadcasting Board of Governors
1228,"Red Cross Month, American"
1229,"Terrorism, National Day of Service and Remembrance for Victims and Survivors of"
1230,Small Business Week
1231,"Boundary and Water Commission, International (U.S. and Mexico)"
1232,"Latin American leaders, working dinner with President Trump"
1233,Clinton Global Initiative
1234,Armenian National Day
1235,"Auschwitz-Birkenau, 70th anniversary of liberation"
1236,Harriet Tubman National Monument
1237,"Toxic Substances and Worker Health, Advisory Board on"
1238,"Mayors, U.S. Conference"
1239,North American  Treaty Organization (NATO)
1240,United Nat6ions
1241,"""Celebrate Freedom"" rally"
1242,Improper Payments Elimination and Recovery Act of 2010
1243,"Preparedness Month, National"
1244,"Character Counts Week, National"
1245,White House ConnectED to the Future Conference
1246,"Farm-City Week, National"
1247,Central African Command
1248,Natural disasters Hurricane Sandy
1249,"Interagency Trade Enforcement Center, establishment"
1250,First State National Monument
1251,"State Legislatures, National Conference of"
1252,"Defense Transportation Day, National, and National Transportation Week"
1253,"Alcohol and Drug Addiction Recovery Month, National"
1254,BET
1255,"Health Human Services, Department of"
1256,Democratic Republic of the Congo
1257,United Nations Day
1258,"""Comedians in Cars Getting Coffee"""
1259,"""WTF With Marc Maron"" podcast"
1260,4-H
1261,"Administrative Conference of the U.S., Council of"
1262,"Administrative Conference of the U.S., Council of the"
1263,"African American and civil rights leaders, meeting with President"
1264,African Development Foundation
1265,Afrisol Energy Ltd
1266,Al-Arabiya News Channel
1267,Alfalfa Club
1268,"America's Heritage Abroad, Commission for the Preservation of"
1269,"American Indian and Alaska Native Culture and Arts Development, Institute of"
1270,American Indian and Alaska Natives
1271,"Antigua and Barbuda, U.S. Ambassador"
1272,Architectural and Transportation Barriers Compliance Access Board
1273,Arctic Research Commission
1274,Arkansas-Oklahoma Arkansas River Compact Commission
1275,"Army, National Commission on the Future of the"
1276,Artic Research Commission
1277,"Arts, National Council on the"
1278,Asia-Pacific Economic Cooperation
1279,"Asian Americans and Pacific Islanders, President's Commission on"
1280,Atlantic magazine
1281,"Atlantic Tunas, International Commission for the Conservation of"
1282,"Barbados, Prime Minister"
1283,BBC Television
1284,"Benin, U.S. Ambassador"
1285,Border Environment Cooperation Commission
1286,"Bosnia and Herzegovina, Srebrenica genocide, 20th anniversary"
1287,Boys and Girls Clubs of America
1288,"Stalking Awareness Month, National"
1289,Charles Young Buffalo Soldiers National Monument
1290,"Connecticut, Shootings in Newtown"
1291,"U.S.C. title 10, section 491, delegation of reporting functions"
1292,Arctic Research and Policy Act of 1984
1293,"Ovarian Cancer Awareness Month, National"
1294,"Biden, Joseph R., Jr"
1295,"Martin Luther King, Jr., National Memorial"
1296,Better Buildings Initiative
1297,"Disabilities, International Day of Persons with"
1298,Pension Benefit Guaranty Corporation
1299,Oceania
1300,"McClain, Robert, Sr"
1301,Korea Society
1302,"Africa, President's Advisory Council on Doing Business in"
1303,"Regional trade, promotion efforts"
1304,"Bird, Jeremy"
1305,"Mediation Board, National"
1306,Uzbekistan
1307,"World War II, 70th anniversary of conclusion in Pacific"
1308,Labor Day
1309,"Disability Employment Awareness Month, National"
1310,"Information Literacy Awareness Month, National"
1311,Time magazine
1312,Francis
1313,"Family Week, National"
1314,Rio Grande del Norte National Monument
1315,"Prostate Cancer Awareness Month, National"
1316,Orders
1317,William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008
1318,Claims Resolution Act of 2010
1319,"Forest Products Week, National"
1320,East Asia Summit
1321,"Southeast Asian Nations, Association (ASEAN)"
1322,"Child's Day, National"
1323,""" Business and industry"
1324,"Administration, Office of"
1325,"Affairs, Department of"
1326,"Air Force, Department of"
1327,"Alabama, disaster assistance"
1328,"Andorra, U.S. Ambassador"
1329,"Angola, U.S. Ambassador"
1330,"Anthem, Inc"
1331,Arab Islamic American Summit
1332,Asia Pacific Economic Cooperation (APEC)
1333,Associated Press
1334,"Attorneys General, National Association of"
1335,Counterterrorism efforts
1336,Recovery and Reinvestment Act of 2009
1337,San Juan Islands National Monument
1338,Father's Day
1339,"Idaho, Governor"
1340,Intelligence Authorization Act for Fiscal Year 2012
1341,Trade Preferences Extension Act of 2015
1342,"Ortiz, David A. ""Big Papi"""
1343,"Cyprus, Ambassador to U.S"
1344,"Georgia, Ambassador to U.S"
1345,"Hungary, Ambassador to U.S"
1346,"Sweden, Ambassador to U.S"
1347,"Executive Order 13639, amendment"
1348,Tom Lantos Block Burmese Junta's Anti-Democratic Efforts Act of 2008
1349,"Executive Order 13223, amendment"
1350,Thanksgiving Day
1351,"Administrative Conference of the United States, Council of the"
1352,"Air Force, National Commission on the Structure of the"
1353,"Albania, U.S. Ambassador"
1354,American Taxpayer Relief Act of 2012
1355,"Arab-Israeli conflict, peace process"
1356,"Austria, U.S. Ambassador"
1357,Belize
1358,"Bosnia and Herzegovina, U.S. Ambassador"
1359,Burkina Faso
1360,Camaroon
1361,"Cancer Panel, President's"
1362,"Cape Verde, Prime Minister"
1363,Central American Integration System (SICA)
1364,"Civil Aviation Organization, Council of the International"
1365,"Civil Rights, U.S. Commission on"
1366,CNN
1367,"Colombia, U.S. Ambassador"
1368,Community Development
1369,"Nuclear Regulatory Commission, U.S"
1370,Trinidad and Tobago
1371,"North Africa, political unrest and violence"
1372,"Library of Congress, Gershwin Prize for Popular Song"
1373,"Public Broadcasting, Corporation for"
1374,Bangladesh
1375,Haitian Flag Day
1376,Government
1377,"Energy, alternative and renewable sources and technologies"
1378,continuation of national emergency
1379,"Steelworkers of America, United"
1380,"Americans With Disabilities Act, anniversary"
1381,"Hunting and Fishing Day, National"
1382,ABC News
1383,"ABC, ""Good Morning America"""
1384,"ABC, ""Nightline"""
1385,Abu Dhabi
1386,"Accountability and Transparency Board, Government"
1387,"Administrative Conference of the U.S., Advisory Council of the"
1388,Afghan military and security forces
1389,"Agricultural Mortgage Corporation, Federal"
1390,Antigua and Barbuda
1391,Architectural and Transportation Barriers Compliance Board
1392,Barbados
1393,Barry Goldwater Scholarship and Excellence in Education Foundation
1394,"Battle Monuments Commission, American"
1395,BBC
1396,"Black, Charles"
1397,"Blind or Severely Disabled, Committee for Purchase From People Who Are"
1398,Boys &amp; Girls Clubs of America
1399,"Building Sciences, National Institute of"
1400,"Canada Permanent Joint Board on Defense, U.S. and"
1401,Canadian River Commission
1402,Cape Verde
1403,"Capital Planning Commission, National"
1404,"CBS, ""Sunday Morning"" program"
1405,"China, Congressional-Executive Commission on"
1406,Christopher Columbus Fellowship Foundation
1407,"CNN, ""The Situation Room with Wolf Blitzer"""
1408,Commonwealth of Dominica
1409,"Consumer Cooperative Bank, National"
1410,"Credit Union Administration Board, National"
1411,"Daley, William M"
1412,"Democratic Governors, meeting with President"
1413,"Drug Control Policy, Office of National"
1414,"Educational Excellence for Hispanics, President's Advisory Commission"
1415,"Educational Excellence for Hispanics, President's Advisory Commission on"
1416,"Election Assistance Commission, U.S"
1417,"Energy, Department of the"
1418,"Eubank, Richard L"
1419,"Evangelicals, National Association of"
1420,Export-Import Bank of the United States
1421,"Farm Broadcasting, National Association of"
1422,Fiji Islands
1423,"Fine Arts, Commission of"
1424,"Fine Arts, U.S. Commission of"
1425,"Fish Stocks in the Western and Central Pacific Ocean, Commission for the Conservation and Management of Highly Migratory"
1426,FOX News
1427,"Gates, Robert M"
1428,Grenada
1429,Gridiron Club
1430,Guinea-Bissau
1431,Gulf Coast Ecosystem Restoration Task Force
1432,Guyana
1433,Harry S. Truman Scholarship Foundation
1434,"Highly Migratory Fish Stocks in the Western and Central Pacific Ocean, Commission for the Conservation and Management of"
1435,Hispanic Policy Conference
1436,"Historic Preservation, Advisory Council on"
1437,"Humanities, National Council on the"
1438,Indian Law and Order Commission
1439,"Infrastructure Advisory Commission, National"
1440,"Institute of Building Sciences, National"
1441,Intel Science Talent Search
1442,"Intellectual Disabilities, President's Committee for People with"
1443,Inter-American Foundation
1444,James Madison Memorial Fellowship Foundation
1445,"Jobs and Competitiveness, President's Council on"
1446,"Juvenile Justice and Delinquency Prevention, Coordinating Council on"
1447,"Kuntz, William F., II"
1448,"Library of Congress, American Folklife Center"
1449,"Lundquist, Sara"
1450,Malawai
1451,Malta
1452,"Maritime Commission, Federal"
1453,"Marshal Service, U.S"
1454,"Marshals Service, U.S"
1455,Mauritius
1456,"Mayors, United States Conference of"
1457,"Medal of Science, President's Committee on the National"
1458,Medal of Valor Review Board
1459,Merit Systems Protection Board
1460,Mickey Leland National Urban Air Toxics Research Committee
1461,Mississippi River Commission
1462,"Montana, disaster assistance"
1463,"National Medal of Science, President's Commission on the"
1464,"National Medal of Science, President's Committee on the"
1465,National Policy Alliance
1466,Nauru
1467,"NBC, ""The Tonight Show"""
1468,"NBC, ""Today"" show"
1469,"Oliver Wendell Holmes Devise, Permanent Committee for the"
1470,Oman
1471,Palestinian Authority
1472,Paraguay
1473,"Peace, U.S. Institute of"
1474,Philadelphia
1475,Postal Regulatory Commission
1476,"Preservation of America's Heritage Abroad, U.S. Commission for"
1477,"Preservation of America’s Heritage Abroad, Commission for the"
1478,"Presidential Scholars, Commission on"
1479,"Public Diplomacy, U.S. Advisory Commission on"
1480,"Railroad Passenger Corporation, National (Amtrak)"
1481,Railroad Retirement Board
1482,"Religious Freedom, U.S. Commission on International"
1483,"Retirement Thrift Investment Board, Federal"
1484,Rio Grande Compact Commission
1485,Saint Lawrence Seaway Development Corporation
1486,"Science Board, National"
1487,Securities and Exchange Commission
1488,Securities Industry Investor Corporation
1489,Securities Investor Protection Corporation
1490,"Security and Cooperation in Europe, Commission on"
1491,"Security Education Board, National"
1492,"Selective Service Appeal Board, National"
1493,Seychelles
1494,Slovenia
1495,"Smithsonian Institution, John F. Kennedy Center for the Performing Arts"
1496,Social Security Advisory Board
1497,St. Kitts and Nevis
1498,St. Lucia
1499,St. Vincent and the Grenadines
1500,Standard &amp; Poor
1501,State
1502,State Justice Institute
1503,"State Legislators, National Conference of"
1504,Summit of the Americas
1505,Technology CEO Council
1506,Tennessee Valley Authority
1507,Togo
1508,"Trade Policy and Negotiations, Advisory Committee on"
1509,"Trade Policy Negotiations, Advisory Committee for"
1510,"Transportation Safety Board, National"
1511,Turkmenistan
1512,Tuvalu
1513,"United Service Organizations, Inc"
1514,Utah Reclamation Mitigation and Conservation Commission
1515,Valles Caldera Trust
1516,Vietnam Education Foundation
1517,Westwood One Sports
1518,White House American Latino Heritage Forum
1519,Women's Online Summit
1520,Young Elected Officials Network
1521,YouTube.com
1522,"Côte d'Ivoire, President"
1523,"Ethiopia, Prime Minister"
1524,"Ghana, President"
1525,"Guinea, President"
1526,"Namibia, President"
1527,"Nigeria, President"
1528,"Senegal, President"
1529,"South Africa, President"
1530,"AT&amp;T, proposed merger with Time Warner Inc"
1531,Boeing Company
1532,"College reporters, White House visit"
1533,"Equal Pay Day, National"
1534,Young Southeast Asian Leaders Initiative (YSEAKI)
1535,Statements by President
1536,Human Trafficking
1537,"""Entertainment Tonight"" program"
1538,"African Americans, President's Advisory Commission on Educational Excellence for"
1539,"American Urban Radio Networks, ""The White House Report"""
1540,Amtrak
1541,Amtrak (National Railroad Passenger Corporation)
1542,Arc organization
1543,"Armed Forces,"
1544,National Archives and Records Administration
1545,"Department of State Authorities Act, Fiscal Year 2017"
1546,Juneteenth
1547,"Korean War Veterans Armistice Day, National"
1548,"Health Insurance Exchange, proposed"
1549,"Algeria, French citizen killed in Kabylia"
1550,Organizing for America
1551,"Flood Risk Management Standard, Federal, establishment"
1552,Dominical Republic
1553,"Qadhafi, Muammar Abu Minyar al-"
1554,"Indonesia, President"
1555,"Sikhism, anniversary of founder's birth"
1556,"Zimbabwe, U.S. national emergency, continuation"
1557,"Commerce, Department of, Secretary"
1558,"Legal Services Corporation, 35th anniversary"
1559,"Fourth World Conference on Women, 20th anniversary"
1560,"""Hoops for Troops"" initiative"
1561,"""Legislation, enacted"
1562,"/""Weather From the White House/"" program"
1563,"Alaska, disaster assistance"
1564,"Alaska, President's visit"
1565,"Algeria, U.S. Ambassador"
1566,"America's Heritage Abroad, U.S. Commission for the Preservation of"
1567,American Indians and Native Alaskans
1568,American Legion Boys and Girls State
1569,"American Public Media, ""Marketplace Morning Report"" program"
1570,"American States, Organization of"
1571,Arkansas River Compact Administration
1572,"Armenia, Ambassador to U.S"
1573,"Armenia, U.S. Ambassador"
1574,"Arts, Commission of Fine"
1575,"Asian Americans and Pacific Islanders, business and faith leaders, meeting with President"
1576,"Azerbaijan, U.S. Ambassador"
1577,"Bahamas, U.S. Ambassador"
1578,"Bahrain, U.S. Ambassador"
1579,"Bangladesh, Ambassador to U.S"
1580,"Bangladesh, U.S. Ambassador"
1581,Bear River Commission
1582,Belgium Flanders Field American Cemetery and Memorial in Waregem
1583,"Belgium, Ambassador to U.S"
1584,BET News
1585,"Border Health Commission, U.S.-Mexico"
1586,"Botswana, U.S. Ambassador"
1587,"Boundary Commission, U.S. and Canada, International"
1588,"Broadcom Math, Applied Science, Technology and Engineering Rising Stars (MASTERS) competition"
1589,"Brunei, U.S. Ambassador"
1590,"Congo, Democratic Republic of the, U.S. military detachment"
1591,"Defense Authorization Act for Fiscal Year 2010, National, delegation of certain functions"
1592,El Savador
1593,National Association of Latino Elected and Appointed Officials
1594,Zambia
1595,"North Carolina, Governor"
1596,"Cabinet Members, meetings with President"
1597,"American Progress, Center for"
1598,Pennsylvania State University in University Park
1599,Small business
1600,Mexico Economic growth and development
1601,"Physical Fitness and Sports Month, National"
1602,Tax Taxation
1603,Kwanzaa
1604,Toner Prize for Excellence in Political Reporting
1605,"Japan, Prime Minister"
1606,"Medal of Honor Day, National"
1607,Climate change
1608,"Maritime Day, National"
1609,North American Aerospace Defense Command (NORAD)
1610,Small businesses
1611,"Public Lands Day, National"
1612,"Conservation Voters, League of"
1613,Statements by The President
1614,Foreign Assistance Act of 1961
1615,"Public Lands Management Recognition Day, National"
1616,Operation Free energy awareness program
1617,National energy policy
1618,Military Orders
1619,"African Development Foundation, U.S"
1620,Al Arabiya Television
1621,Alaska Natural Gas Transportation Projects
1622,Andorra
1623,"Aviation Administration, Federal"
1624,"Bahamas, The"
1625,Bloomberg News
1626,Cable News Network
1627,Cable News Network (CNN)
1628,CBS News
1629,"CBS, ""60 Minutes"" program"
1630,Children's Miracle Network
1631,"Commerce, Department of the"
1632,"Commodity Futures Trading Commission, U.S"
1633,"Consumer Product Safety Commission, U.S"
1634,Defense Nuclear Facilities Safety Board
1635,"Defense, Department of Secretary"
1636,"Economic Co-operation and Development, Organisation for (OECD)"
1637,"Election Commission, Federal"
1638,"Energy Agency, International"
1639,Enivronment
1640,Entertainment and Sports Programming Network (ESPN)
1641,Equatorial Guinea
1642,"Europe, Organization for Security and Co-operation in"
1643,Farm Credit Administration
1644,Federation Internationale de Football Association
1645,FOX News Channel
1646,FOX News television
1647,"General Services Administration, U.S"
1648,"Geological Survey, U.S"
1649,Group of Eight (G-8) nations
1650,Habitat for Humanity International
1651,Halloween
1652,"Health and Human Servces, Department of"
1653,Helen Keller National Center
1654,"Labor Relations Authority, Federal"
1655,Legal Services Corporation
1656,"Legion, American"
1657,Lichtenstein
1658,Make-A-Wish Foundation
1659,"Merit Systems Protection Board, U.S"
1660,Mozambique
1661,NBC News
1662,New Year's holiday
1663,Newsweek magazine
1664,Northern Border Regional Commission
1665,Occupational Safety and Health Review Commission
1666,Papua New Guinea
1667,"PBS, ""PBS NewsHour"" program"
1668,"PBS, ""The NewsHour with Jim Lehrer"" program"
1669,"Potential natural disasters, preparedness efforts"
1670,Roman Catholic Church
1671,San Marino
1672,Selective Service System
1673,"Sentencing Commission, U.S"
1674,Solomon Islands
1675,Southern States Energy Board
1676,"Steve Harvey Morning Show, The"
1677,Suriname
1678,Swaziland
1679,Tajikistan
1680,"Civil Engineers, American Society of"
1681,Consumer Financial Protection Agency
1682,"Academy of Engineering, National"
1683,"Medicine, Institute of"
1684,"Coral Sea, Battle of the, 75th anniversary"
1685,World Refugee Day
1686,"Pacific Remote Islands Marine National Monument, expansion"
1687,Gold Star Mother's and Families' Day
1688,"Economy, national Recession, effects"
1689,"Sessions, Pete"
1690,"Water quality, improvement efforts"
1691,"Renewal and Reconciliation, National Day of"
1692,"Environmental Policy Act, National, 40th anniversary"
1693,"Tennessee, former U.S. Senator, death"
1694,"Association of Chiefs of Police, International"
1695,"Financial Capability for Young Americans, President's Advisory Council on"
1696,"""Russ Parr Morning Show, The"""
1697,"""Tom Joyner Morning Show, The"""
1698,"""Warren Ballentine Show, The"""
1699,"ABC News, ""World News with Diane Sawyer"""
1700,"African American journalists and bloggers, meeting with President"
1701,Angola
1702,"Appeals, Special Panel on"
1703,Architectural and Transportation Barriers Compliance Board (U.S. Access Board)
1704,"Arctic Research Commission, U.S"
1705,Armed Services YMCA
1706,"Arts and the Humanities, National Foundation on the"
1707,"Bioethical Issues, Presidential Commission for the Study of"
1708,"Boundary and Water Commission (United States and Mexico), International"
1709,"Broadcasting Bureau, International"
1710,"Cable News Network, ""Larry King Live"""
1711,"Cameron, David"
1712,Cameroon
1713,"Capitol, U.S., Architect of the"
1714,Cesar Chavez Day
1715,"Chemical Safety and Hazard Investigation Board, U.S"
1716,"Chemical Weapons, Organisation for the Prohibition of"
1717,Comedy Central
1718,"Community Solutions, White House Council"
1719,"Congo, Republic of the"
1720,Delta Regional Authority
1721,"Economic Report of the President, 2010"
1722,Egpyt
1723,"Environmental Cooperation, Commission for"
1724,"Equal Employment Opportunity Commission, U.S"
1725,"Financial Capability, President's Advisory Council on"
1726,"Fowler, James T"
1727,"Gambia, The"
1728,"Government Accountability Office, U.S"
1729,Government Printing Office
1730,"Indian Education, National Advisory Council on"
1731,"Indian Gaming Commission, National"
1732,"Islamic Conference, Organisation of the"
1733,It Gets Better Project
1734,"Judges Association, Federal"
1735,Krygyzstan
1736,Lesotho
1737,Lunar New Year
1738,March of Dimes
1739,Marine Mammal Commission
1740,Mauritania
1741,Montenegro
1742,"Museum and Library Sciences Board, National"
1743,"Museum and Library Services, Institute of"
1744,Namibia
1745,NBC Nightly News
1746,"Netherlands, The"
1747,Network for Teaching Entrepreneurship
1748,Palau
1749,"Printing Office, U.S. Government"
1750,Privacy and Civil Rights Oversight Board
1751,Recovery Independent Advisory Panel
1752,"Rodriguez, Leon"
1753,"Salary Council, Federal"
1754,"Security Telecommunications Advisory Committee, President's National"
1755,"Tax Court, U.S"
1756,Turner Network Television (TNT)
1757,"White House Fellowships, President's Commission on"
1758,"White House, Committee for the Preservation of the"
1759,"Women's  Business Council, National"
1760,"Basketball Association, National"
1761,"Hurricane Preparedness Week, National"
1762,School improvement and renovation
1763,British Broadcasting Corporation
1764,Family Day
1765,Appointments and Nomminations
1766,Bosnia and Herzegovina National Day
1767,Administrative Orders
1768,"Fatherhood and Mentoring Initiative, President's"
1769,Father’s Day
1770,"Treasury, Secretary of the"
1771,"Countering Violent Extremism, White House Summit on"
1772,"Indonesia, relations with U.S"
1773,"Vietnam, relations with U.S"
1774,Holocaust Days of Remembrance
1775,Same-sex domestic partnerships
1776,Eid al-Adha
1777,Hajj
1778,"Veterans Small Business Development, Interagency Task Force on"
1779,Mail
1780,"Korean War Armistice Day, National, 56"
1781,"Power Africa Working Group, President's"
1782,Defense Department of
1783,"Management and Budget , Office of"
1784,Health Care and Reconciliation Act of 2010
1785,Nuclear Non-Proliferation Treaty Review Conference
1786,"Renewable Energy Agency, International"
1787,World AIDS Day
1788,"""Every Kid in a Park"" initiative, White House"
1789,"""Love and R&amp;B With John Monds"" program"
1790,"""Tom Joyner Morning Show"""
1791,"""Willie Moore Jr. Show"""
1792,"Andorra, Ambassador to U.S"
1793,"Arkansas, disaster assistance"
1794,"Arts, National Council of the"
1795,"Association of Registered Agents and Brokers, National"
1796,BBC News
1797,"Belgium, arrest of Salah Abdeslam in Brussels"
1798,"Benin, President-elect"
1799,Bethune-Cookman University Concert Chorale
1800,Bloomberg Businessweek
1801,"Bulgaria, Ambassador to U.S"
1802,"Burkina Faso, U.S. Ambassador"
1803,"Burundi, U.S. Ambassador"
1804,BuzzFeed
1805,BuzzFeed News
1806,"Cabo Verde, President"
1807,President George W. Bush and President Vladimir V. Putin
1808,"Federal Contracting Opportunities for Small Businesses, Interagency Task Force on"
1809,"Native American Affairs, White House Council on"
1810,"Defense Authorization Act for Fiscal Year 1999, National, delegation of certifications"
1811,Freedom of Information Act
1812,"Alabama, former U.S. Senator, death"
1813,"Census Day, 2010"
1814,Philippinese
1815,"Foster Care Month, National"
1816,World Malaria Day
1817,White House Health Kids &amp; Safe Sports Summit
1818,"Samoa, American, earthquake and tsunami, damage and recovery efforts"
1819,Alternative and renewable sources and technologies
1820,"Engineering, National Academy of"
1821,"Trade Representative, U.S. """
1822,"Samoa, American, disaster assistance"
1823,"Armed Services, U.S"
1824,"PBS, ""Country Music"
1825,Thanksgiving
1826,Volunteerism
1827,"State legislators, meeting with President"
1828,LinkedIn
1829,"AFL-CIO, National Legislative Conference of the Building and Construction Trades Department"
1830,"Individuals with Disabilities Education Act, 35th anniversary"
1831,Holidays and Special Observances
1832,Elections 2010 Congressional elections
1833,"Breast Cancer Awareness Month, National"
